ProcessorLoad,MemoryUsage,OutBandwidth,Latency,CLPVariation
0.792,0.989,0.718,0.871,-0.762
0.407,0.479,0.957,0.093,0.765
0.244,0.01,0.968,0.003,0.765
0.248,0.188,0.995,0.982,0.762
0.149,0.54,0.235,0.426,0.765
0.357,0.517,0.47,0.883,0.762
0.895,0.2,0.844,0.36,-0.765
0.057,0.915,0.987,0.266,-0.765
0.287,0.596,0.329,0.404,0.754
0.119,0.192,0.843,0.126,0.765
0.215,0.747,0.943,0.259,0.403
0.75,0.299,0.346,0.757,0.744
0.5,0.73,0.299,0.975,0.751
0.865,0.78,0.33,0.011,-0.53
0.013,0.959,0.188,0.999,-0.297
0.206,0.863,0.154,0.844,-0.297
0.79,0.573,0.825,0.28,-0.734
0.155,0.226,0.363,0.245,0.759
0.24,0.964,0.369,0.918,-0.606
0.223,0.853,0.003,0.177,-0.297
0.911,0.942,0.785,0.607,-0.762
0.468,0.293,0.06,0.787,0.765
0.88,0.037,0.184,0.992,-0.297
0.455,0.441,0.967,0.309,0.688
0.749,0.361,0.157,0.178,0.74
0.029,0.838,0.037,0.649,-0.297
0.065,0.662,0.977,0.679,0.752
0.639,0.304,0.548,0.178,0.765
0.324,0.462,0.331,0.109,0.755
0.034,0.777,0.056,0.652,0.548
0.532,0.875,0.561,0.281,-0.765
0.601,0.21,0.234,0.748,0.765
0.52,0.871,0.886,0.583,-0.765
0.205,0.094,0.8,0.571,0.765
0.135,0.841,0.569,0.369,-0.765
0.542,0.41,0.809,0.636,0.748
0.175,0.843,0.416,0.641,-0.753
0.591,0.824,0.855,0.708,-0.761
0.033,0.641,0.666,0.779,0.762
0.636,0.428,0.735,0.852,0.755
0.555,0.325,0.889,0.847,0.762
0.85,0.135,0.08,0.184,-0.297
0.52,0.274,0.954,0.606,0.763
0.912,0.968,0.539,0.364,-0.765
0.901,0.827,0.23,0.366,-0.376
0.973,0.208,0.797,0.07,-0.765
0.779,0.869,0.647,0.541,-0.765
0.253,0.429,0.768,0.552,0.765
0.753,0.402,0.649,0.266,0.508
0.283,0.225,0.116,0.228,0.765
0.67,0.861,0.947,0.749,-0.762
0.107,0.282,0.817,0.399,0.765
0.812,0.845,0.472,0.665,-0.746
0.913,0.259,0.006,0.74,-0.297
0.045,0.95,0.636,0.085,-0.765
0.008,0.34,0.441,0.437,0.762
0.406,0.917,0.489,0.986,-0.762
0.966,0.685,0.413,0.996,-0.751
0.392,0.636,0.116,0.596,0.765
0.753,0.347,0.955,0.665,0.534
0.321,0.543,0.551,0.246,0.765
0.124,0.198,0.031,0.492,0.765
0.241,0.773,0.769,0.688,0.756
0.055,0.077,0.121,0.087,0.765
0.607,0.766,0.701,0.552,-0.312
0.333,0.686,0.828,0.991,0.762
0.727,0.273,0.041,0.905,0.749
0.603,0.816,0.926,0.017,-0.765
0.272,0.922,0.783,0.385,-0.765
0.988,0.436,0.572,0.496,-0.765
0.668,0.262,0.346,0.253,0.757
0.753,0.685,0.693,0.385,-0.161
0.808,0.41,0.211,0.281,-0.332
0.863,0.164,0.174,0.178,-0.297
0.529,0.712,0.339,0.034,0.756
0.85,0.007,0.503,0.193,-0.75
0.548,0.105,0.939,0.844,0.762
0.316,0.018,0.636,0.363,0.765
0.454,0.157,0.741,0.041,0.765
0.161,0.239,0.578,0.265,0.765
0.856,0.244,0.735,0.89,-0.762
0.848,0.906,0.674,0.047,-0.765
0.138,0.468,0.609,0.622,0.755
0.32,0.979,0.704,0.222,-0.765
0.856,0.676,0.932,0.769,-0.762
0.691,0.731,0.966,0.229,-0.015
0.672,0.156,0.339,0.033,0.756
0.078,0.585,0.834,0.243,0.765
0.08,0.497,0.479,0.598,0.741
0.831,0.099,0.473,0.566,-0.741
0.415,0.943,0.075,0.554,-0.297
0.12,0.116,0.912,0.665,0.746
0.869,0.69,0.281,0.525,-0.44
0.28,0.715,0.906,0.811,0.756
0.018,0.639,0.124,0.689,0.765
0.698,0.066,0.79,0.929,0.762
0.971,0.671,0.125,0.929,-0.297
0.287,0.613,0.306,0.596,0.749
0.844,0.71,0.316,0.842,-0.507
0.632,0.77,0.626,0.943,-0.266
0.914,0.614,0.393,0.09,-0.674
0.232,0.106,0.522,0.991,0.762
0.153,0.908,0.449,0.123,-0.762
0.253,0.518,0.99,0.148,0.765
0.7,0.413,0.512,0.403,0.54
0.934,0.234,0.697,0.534,-0.765
0.542,0.415,0.876,0.805,0.762
0.686,0.398,0.358,0.151,0.753
0.378,0.52,0.957,0.625,0.754
0.193,0.757,0.277,0.798,0.752
0.184,0.632,0.482,0.627,0.742
0.549,0.723,0.063,0.25,0.375
0.024,0.958,0.421,0.751,-0.764
0.843,0.45,0.654,0.79,-0.762
0.462,0.637,0.085,0.369,0.743
0.501,0.517,0.192,0.456,0.74
0.268,0.233,0.623,0.695,0.759
0.781,0.378,0.649,0.991,0.761
0.104,0.693,0.745,0.97,0.762
0.257,0.545,0.658,0.487,0.765
0.638,0.046,0.893,0.732,0.762
0.319,0.486,0.388,0.074,0.761
0.601,0.835,0.244,0.206,-0.4
0.381,0.05,0.608,0.879,0.761
0.133,0.45,0.73,0.947,0.762
0.699,0.968,0.019,0.227,-0.297
0.839,0.107,0.421,0.787,-0.764
0.899,0.908,0.504,0.144,-0.751
0.431,0.443,0.449,0.283,0.762
0.262,0.861,0.378,0.755,-0.628
0.632,0.051,0.749,0.243,0.765
0.199,0.138,0.272,0.671,0.754
0.693,0.462,0.873,0.46,0.388
0.022,0.528,0.313,0.093,0.753
0.494,0.601,0.167,0.68,0.74
0.584,0.049,0.911,0.976,0.762
0.482,0.558,0.249,0.21,0.744
0.575,0.983,0.531,0.534,-0.765
0.076,0.729,0.854,0.868,0.747
0.236,0.194,0.622,0.078,0.765
0.397,0.246,0.57,0.784,0.762
0.272,0.192,0.592,0.047,0.765
0.828,0.044,0.257,0.133,-0.419
0.898,0.568,0.284,0.677,-0.459
0.206,0.886,0.518,0.103,-0.758
0.586,0.82,0.087,0.004,-0.297
0.918,0.439,0.667,0.295,-0.765
0.37,0.398,0.205,0.768,0.765
0.402,0.982,0.101,0.015,-0.297
0.751,0.615,0.879,0.025,-0.167
0.554,0.687,0.717,0.313,0.211
0.713,0.351,0.432,0.168,0.757
0.345,0.333,0.185,0.002,0.765
0.782,0.99,0.916,0.65,-0.741
0.501,0.634,0.306,0.45,0.746
0.578,0.886,0.812,0.242,-0.765
0.982,0.75,0.835,0.837,-0.762
0.522,0.406,0.855,0.331,0.765
0.958,0.29,0.07,0.038,-0.297
0.547,0.699,0.708,0.405,0.213
0.205,0.109,0.772,0.473,0.765
0.862,0.785,0.066,0.834,-0.297
0.852,0.098,0.264,0.454,-0.429
0.133,0.918,0.354,0.151,-0.573
0.315,0.413,0.154,0.738,0.765
0.738,0.321,0.347,0.23,0.743
0.225,0.263,0.091,0.064,0.765
0.654,0.35,0.994,0.158,0.765
0.724,0.95,0.746,0.508,-0.765
0.878,0.635,0.015,0.209,-0.297
0.987,0.958,0.265,0.669,-0.43
0.055,0.329,0.106,0.726,0.765
0.929,0.33,0.292,0.577,-0.449
0.525,0.411,0.935,0.999,0.762
0.794,0.662,0.926,0.647,-0.741
0.702,0.542,0.814,0.636,0.407
0.028,0.834,0.635,0.665,-0.746
0.712,0.569,0.123,0.801,0.503
0.116,0.412,0.78,0.284,0.765
0.127,0.393,0.565,0.895,0.762
0.862,0.043,0.851,0.773,-0.762
0.793,0.991,0.836,0.948,-0.762
0.963,0.263,0.121,0.029,-0.297
0.74,0.051,0.364,0.181,0.739
0.048,0.344,0.373,0.869,0.76
0.257,0.084,0.489,0.544,0.756
0.587,0.687,0.637,0.031,0.211
0.103,0.3,0.413,0.506,0.764
0.286,0.754,0.377,0.031,0.748
0.624,0.674,0.02,0.49,0.763
0.96,0.919,0.798,0.295,-0.765
0.733,0.652,0.722,0.506,-0.029
0.796,0.684,0.569,0.212,-0.765
0.93,0.887,0.279,0.099,-0.451
0.182,0.991,0.258,0.29,-0.42
0.918,0.909,0.496,0.251,-0.746
0.866,0.409,0.918,0.7,-0.761
0.423,0.167,0.501,0.277,0.749
0.13,0.033,0.403,0.278,0.763
0.235,0.896,0.161,0.592,-0.297
0.95,0.686,0.916,0.159,-0.765
0.338,0.249,0.52,0.834,0.762
0.136,0.201,0.959,0.769,0.762
0.43,0.265,0.325,0.827,0.754
0.276,0.706,0.372,0.174,0.76
0.082,0.322,0.174,0.516,0.765
0.951,0.877,0.584,0.631,-0.75
0.683,0.39,0.545,0.346,0.644
0.78,0.481,0.806,0.356,0.151
0.068,0.399,0.791,0.507,0.765
0.558,0.929,0.971,0.124,-0.765
0.364,0.757,0.234,0.855,0.742
0.221,0.573,0.435,0.355,0.763
0.854,0.514,0.09,0.629,-0.297
0.648,0.138,0.183,0.3,0.765
0.081,0.04,0.21,0.721,0.765
0.986,0.209,0.383,0.421,-0.632
0.984,0.925,0.529,0.21,-0.763
0.576,0.277,0.146,0.796,0.765
0.145,0.651,0.645,0.845,0.761
0.696,0.828,0.154,0.583,-0.297
0.04,0.681,0.678,0.857,0.762
0.901,0.707,0.81,0.574,-0.765
0.914,0.885,0.466,0.255,-0.751
0.642,0.088,0.491,0.604,0.751
0.948,0.037,0.251,0.778,-0.409
0.36,0.428,0.582,0.528,0.765
0.267,0.793,0.251,0.273,-0.214
0.034,0.714,0.594,0.966,0.757
0.703,0.154,0.645,0.318,0.743
0.365,0.996,0.255,0.927,-0.416
0.635,0.607,0.981,0.239,0.211
0.744,0.397,0.542,0.151,0.559
0.456,0.337,0.711,0.939,0.762
0.214,0.352,0.764,0.928,0.762
0.835,0.33,0.279,0.718,-0.451
0.112,0.624,0.918,0.007,0.765
0.63,0.592,0.634,0.036,0.212
0.621,0.961,0.153,0.773,-0.297
0.516,0.062,0.659,0.499,0.765
0.552,0.569,0.155,0.022,0.756
0.228,0.585,0.405,0.784,0.763
0.723,0.157,0.243,0.236,0.751
0.228,0.601,0.959,0.426,0.765
0.769,0.153,0.841,0.68,0.686
0.752,0.652,0.557,0.056,-0.124
0.702,0.462,0.763,0.857,0.746
0.486,0.663,0.223,0.07,0.747
0.453,0.37,0.368,0.974,0.759
0.156,0.996,0.997,0.439,-0.765
0.98,0.079,0.242,0.491,-0.397
0.63,0.735,0.226,0.743,0.169
0.464,0.549,0.073,0.668,0.751
0.209,0.58,0.66,0.984,0.762
0.203,0.909,0.266,0.128,-0.432
0.139,0.512,0.795,0.581,0.765
0.922,0.373,0.205,0.918,-0.314
0.99,0.005,0.988,0.893,-0.762
0.791,0.538,0.702,0.538,-0.499
0.454,0.315,0.905,0.778,0.762
0.527,0.492,0.271,0.023,0.741
0.76,0.336,0.8,0.062,0.362
0.204,0.506,0.241,0.117,0.765
0.724,0.115,0.789,0.102,0.59
0.987,0.079,0.399,0.588,-0.655
0.483,0.032,0.416,0.597,0.764
0.28,0.686,0.313,0.866,0.753
0.973,0.355,0.013,0.409,-0.297
0.142,0.561,0.694,0.395,0.765
0.09,0.043,0.72,0.251,0.765
0.205,0.243,0.701,0.278,0.765
0.059,0.377,0.54,0.994,0.762
0.103,0.332,0.575,0.571,0.765
0.218,0.461,0.744,0.433,0.765
0.658,0.785,0.621,0.511,-0.59
0.522,0.148,0.337,0.973,0.756
0.701,0.161,0.264,0.6,0.758
0.349,0.473,0.523,0.384,0.762
0.947,0.321,0.391,0.303,-0.668
0.6,0.143,0.096,0.646,0.765
0.491,0.954,0.068,0.946,-0.297
0.317,0.848,0.989,0.79,-0.762
0.357,0.111,0.476,0.266,0.746
0.698,0.125,0.222,0.26,0.765
0.143,0.171,0.309,0.935,0.752
0.61,0.252,0.619,0.493,0.765
0.666,0.921,0.362,0.238,-0.589
0.326,0.137,0.038,0.673,0.765
0.681,0.233,0.678,0.321,0.765
0.903,0.543,0.74,0.01,-0.765
0.059,0.416,0.823,0.783,0.762
0.117,0.511,0.842,0.952,0.762
0.465,0.431,0.936,0.187,0.734
0.329,0.16,0.139,0.053,0.765
0.304,0.716,1.0,0.936,0.756
0.956,0.65,0.269,0.367,-0.436
0.138,0.99,0.345,0.302,-0.556
0.755,0.971,0.581,0.073,-0.765
0.766,0.459,0.928,0.395,0.265
0.011,0.878,0.604,0.994,-0.761
0.118,0.641,0.502,0.906,0.762
0.444,0.258,0.927,0.417,0.765
0.162,0.394,0.082,0.593,0.765
0.816,0.73,0.029,0.74,-0.297
0.114,0.254,0.025,0.58,0.765
0.174,0.615,0.91,0.213,0.765
0.047,0.354,0.996,0.204,0.765
0.573,0.178,0.646,0.086,0.765
0.613,0.46,0.526,0.035,0.574
0.001,0.767,0.776,0.562,0.21
0.418,0.291,0.017,0.964,0.765
0.434,0.033,0.203,0.153,0.765
0.83,0.086,0.441,0.611,-0.762
0.31,0.574,0.984,0.947,0.762
0.514,0.455,0.289,0.034,0.749
0.915,0.545,0.022,0.563,-0.297
0.925,0.711,0.84,0.709,-0.761
0.18,0.142,0.769,0.753,0.762
0.667,0.799,0.998,0.648,-0.74
0.45,0.094,0.337,0.001,0.756
0.222,0.6,0.569,0.61,0.761
0.348,0.305,0.187,0.801,0.765
0.787,0.929,0.089,0.492,-0.297
0.653,0.39,0.967,0.954,0.762
0.543,0.647,0.095,0.934,0.76
0.119,0.805,0.027,0.09,-0.297
0.578,0.048,0.898,0.02,0.765
0.672,0.681,0.857,0.015,0.21
0.173,0.694,0.403,0.339,0.763
0.15,0.097,0.108,0.365,0.765
0.474,0.878,0.32,0.163,-0.513
0.604,0.479,0.742,0.763,0.745
0.006,0.222,0.013,0.674,0.765
0.251,0.983,0.507,0.607,-0.762
0.414,0.381,0.091,0.053,0.765
0.55,0.531,0.304,0.234,0.749
0.263,0.287,0.41,0.071,0.764
0.375,0.927,0.708,0.405,-0.765
0.469,0.654,0.491,0.721,0.74
0.139,0.177,0.094,0.219,0.765
0.742,0.757,0.491,0.278,0.082
0.655,0.047,0.923,0.629,0.751
0.411,0.346,0.748,0.076,0.765
0.298,0.627,0.366,0.853,0.759
0.89,0.565,0.985,0.514,-0.765
0.791,0.542,0.88,0.553,-0.574
0.894,0.597,0.549,0.045,-0.765
0.459,0.792,0.606,0.566,-0.26
0.1,0.726,0.956,0.487,0.575
0.586,0.684,0.598,0.124,0.211
0.377,0.461,0.089,0.906,0.765
0.956,0.099,0.836,0.023,-0.765
0.8,0.682,0.494,0.467,-0.751
0.66,0.702,0.064,0.159,0.675
0.993,0.78,0.061,0.945,-0.297
0.609,0.167,0.265,0.097,0.757
0.333,0.818,0.407,0.611,-0.701
0.433,0.393,0.514,0.688,0.756
0.939,0.062,0.619,0.175,-0.765
0.915,0.697,0.144,0.177,-0.297
0.567,0.006,0.257,0.6,0.761
0.183,0.454,0.064,0.793,0.765
0.556,0.129,0.38,0.143,0.76
0.482,0.782,0.388,0.251,0.396
0.864,0.571,0.872,0.027,-0.765
0.689,0.84,0.439,0.774,-0.763
0.376,0.529,0.247,0.134,0.765
0.617,0.615,0.646,0.393,0.226
0.256,0.2,0.001,0.55,0.765
0.918,0.261,0.059,0.574,-0.297
0.616,0.512,0.61,0.954,0.746
0.32,0.381,0.815,0.064,0.765
0.607,0.53,0.478,0.629,0.482
0.084,0.062,0.668,0.504,0.765
0.759,0.207,0.558,0.852,0.754
0.471,0.895,0.54,0.92,-0.762
0.834,0.544,0.386,0.595,-0.612
0.453,0.447,0.433,0.072,0.757
0.568,0.33,0.82,0.764,0.762
0.395,0.928,0.279,0.304,-0.451
0.319,0.465,0.699,0.071,0.765
0.206,0.298,0.969,0.462,0.765
0.495,0.809,0.713,0.028,-0.765
0.021,0.507,0.004,0.69,0.765
0.346,0.144,0.48,0.199,0.744
0.439,0.641,0.771,0.448,0.582
0.926,0.857,0.983,0.199,-0.765
0.734,0.184,0.959,0.689,0.744
0.983,0.326,0.216,0.542,-0.345
0.28,0.977,0.651,0.444,-0.765
0.104,0.964,0.661,0.976,-0.762
0.166,0.399,0.999,0.691,0.757
0.16,0.714,0.442,0.804,0.757
0.445,0.055,0.29,0.541,0.755
0.195,0.132,0.38,0.091,0.76
0.76,0.433,0.197,0.173,0.746
0.483,0.905,0.101,0.889,-0.297
0.646,0.314,0.938,0.468,0.765
0.307,0.157,0.015,0.137,0.765
0.732,0.188,0.881,0.773,0.745
0.813,0.776,0.624,0.976,-0.761
0.714,0.398,0.868,0.819,0.753
0.976,0.688,0.215,0.287,-0.343
0.808,0.701,0.059,0.067,-0.297
0.147,0.111,0.519,0.278,0.759
0.979,0.037,0.559,0.747,-0.762
0.334,0.062,0.82,0.569,0.765
0.21,0.963,0.229,0.44,-0.374
0.75,0.849,0.509,0.909,-0.762
0.886,0.859,0.196,0.882,-0.297
0.906,0.303,0.981,0.116,-0.765
0.947,0.259,0.71,0.222,-0.765
0.688,0.455,0.556,0.47,0.42
0.873,0.258,0.215,0.393,-0.343
0.296,0.762,0.851,0.548,0.291
0.5,0.7,0.266,0.041,0.756
0.786,0.152,0.201,0.94,0.108
0.572,0.262,0.233,0.679,0.765
0.496,0.554,0.586,0.634,0.47
0.323,0.512,0.024,0.176,0.765
0.145,0.824,0.9,0.48,-0.765
0.443,0.552,0.4,0.047,0.758
0.978,0.575,0.218,0.002,-0.35
0.036,0.593,0.273,0.602,0.754
0.04,0.498,0.8,0.677,0.751
0.88,0.895,0.742,0.828,-0.762
0.383,0.871,0.874,0.198,-0.765
0.592,0.158,0.481,0.313,0.743
0.91,0.949,0.814,0.586,-0.765
0.63,0.397,0.068,0.4,0.765
0.618,0.932,0.044,0.692,-0.297
0.698,0.217,0.238,0.309,0.765
0.191,0.059,0.574,0.455,0.765
0.327,0.369,0.953,0.168,0.765
0.644,0.629,0.286,0.89,0.749
0.62,0.271,0.647,0.779,0.761
0.607,0.512,0.086,0.685,0.744
0.662,0.944,0.22,0.665,-0.355
0.62,0.98,0.942,0.769,-0.762
0.96,0.806,0.998,0.33,-0.765
0.295,0.76,0.088,0.918,0.752
0.744,0.821,0.728,0.941,-0.762
0.116,0.618,0.389,0.319,0.762
0.946,0.816,0.272,0.444,-0.441
0.268,0.325,0.23,0.681,0.765
0.63,0.488,0.635,0.96,0.741
0.269,0.949,0.26,0.033,-0.423
0.294,0.34,0.519,0.973,0.762
0.814,0.088,0.804,0.442,-0.765
0.854,0.114,0.857,0.986,-0.762
0.001,0.197,0.143,0.402,0.765
0.51,0.419,0.49,0.682,0.753
0.578,0.963,0.341,0.456,-0.528
0.088,0.847,0.998,0.078,-0.765
0.708,0.565,0.157,0.599,0.57
0.452,0.544,0.659,0.226,0.641
0.447,0.023,0.371,0.681,0.759
0.567,0.59,0.315,0.986,0.753
0.523,0.176,0.761,0.712,0.761
0.193,0.497,0.768,0.405,0.765
0.67,0.915,0.463,0.696,-0.76
0.459,0.195,0.456,0.684,0.757
0.515,0.795,0.653,0.102,-0.56
0.648,0.793,0.617,0.329,-0.765
0.66,0.705,0.376,0.797,0.621
0.193,0.62,0.554,0.984,0.762
0.082,0.996,0.989,0.431,-0.765
0.577,0.326,0.431,0.64,0.763
0.158,0.843,0.641,0.37,-0.765
0.889,0.936,0.068,0.066,-0.297
0.168,0.177,0.201,0.154,0.765
0.369,0.442,0.393,0.764,0.762
0.665,0.545,0.232,0.206,0.763
0.394,0.844,0.363,0.054,-0.592
0.308,0.023,0.994,0.402,0.765
0.713,0.854,0.255,0.296,-0.416
0.939,0.307,0.386,0.246,-0.652
0.439,0.121,0.881,0.801,0.762
0.233,0.281,0.16,0.751,0.765
0.282,0.168,0.982,0.01,0.765
0.752,0.461,0.151,0.688,0.751
0.539,0.886,0.291,0.231,-0.469
0.413,0.147,0.096,0.15,0.765
0.157,0.047,0.051,0.563,0.765
0.506,0.729,0.967,0.645,0.446
0.667,0.486,0.259,0.603,0.747
0.218,0.111,0.054,0.758,0.765
0.686,0.214,0.058,0.075,0.765
0.545,0.32,0.992,0.114,0.765
0.495,0.305,0.502,0.975,0.762
0.487,0.249,0.467,0.884,0.762
0.232,0.029,0.418,0.606,0.764
0.702,0.721,0.314,0.736,0.362
0.072,0.556,0.214,0.424,0.765
0.438,0.39,0.95,0.755,0.762
0.753,0.934,0.113,0.496,-0.297
0.441,0.567,0.554,0.132,0.688
0.309,0.462,0.505,0.712,0.761
0.852,0.112,0.454,0.003,-0.759
0.453,0.518,0.597,0.528,0.637
0.77,0.661,0.509,0.906,-0.266
0.064,0.219,0.902,0.935,0.762
0.295,0.134,0.592,0.53,0.765
0.726,0.316,0.945,0.471,0.571
0.272,0.766,0.845,0.815,0.759
0.719,0.609,0.079,0.269,0.398
0.66,0.238,0.251,0.295,0.764
0.987,0.184,0.988,0.368,-0.765
0.289,0.366,0.065,0.412,0.765
0.59,0.62,0.312,0.851,0.752
0.367,0.878,0.049,0.109,-0.297
0.922,0.66,0.107,0.229,-0.297
0.42,0.01,0.754,0.608,0.762
0.894,0.95,0.363,0.73,-0.588
0.742,0.131,0.182,0.93,0.74
0.554,0.879,0.499,0.729,-0.762
0.68,0.453,0.227,0.465,0.74
0.19,0.121,0.4,0.62,0.762
0.361,0.153,0.433,0.404,0.763
0.414,0.564,0.665,0.035,0.765
0.947,0.502,0.639,0.411,-0.765
0.421,0.855,0.17,0.591,-0.297
0.089,0.379,0.065,0.433,0.765
0.555,0.728,0.834,0.247,0.007
0.814,0.439,0.545,0.883,-0.762
0.167,0.397,0.138,0.34,0.765
0.835,0.648,0.802,0.485,-0.765
0.321,0.323,0.302,0.628,0.75
0.19,0.644,0.322,0.396,0.754
0.455,0.457,0.16,0.058,0.754
0.592,0.1,0.279,0.785,0.752
0.852,0.621,0.44,0.743,-0.762
0.581,0.806,0.738,0.961,-0.762
0.286,0.76,0.847,0.876,0.752
0.31,0.271,0.855,0.489,0.765
0.694,0.999,0.415,0.482,-0.742
0.42,0.803,0.651,0.507,-0.765
0.481,0.49,0.625,0.919,0.745
0.94,0.519,0.976,0.565,-0.765
0.534,0.622,0.249,0.307,0.754
0.485,0.704,0.294,0.584,0.751
0.344,0.481,0.594,0.802,0.761
0.19,0.926,0.76,0.917,-0.762
0.058,0.874,0.006,0.127,-0.297
0.986,0.876,0.783,0.066,-0.765
0.938,0.05,0.995,0.909,-0.762
0.943,0.738,0.282,0.17,-0.456
0.616,0.318,0.801,0.684,0.754
0.131,0.84,0.222,0.213,-0.36
0.486,0.556,0.531,0.149,0.507
0.076,0.535,0.14,0.64,0.765
0.324,0.384,0.425,0.504,0.764
0.475,0.081,0.481,0.142,0.743
0.08,0.404,0.635,0.191,0.765
0.158,0.859,0.104,0.341,-0.297
0.964,0.182,0.697,0.668,-0.748
0.339,0.273,0.759,0.421,0.765
0.733,0.847,0.696,0.206,-0.765
0.342,0.132,0.85,0.604,0.764
0.058,0.511,0.028,0.339,0.765
0.178,0.663,0.632,0.07,0.765
0.889,0.371,0.429,0.834,-0.764
0.527,0.279,0.342,0.718,0.756
0.323,0.935,0.73,0.465,-0.765
0.937,0.887,0.305,0.618,-0.475
0.271,0.822,0.714,0.002,-0.765
0.074,0.773,0.479,0.224,0.525
0.774,0.843,0.497,0.118,-0.746
0.351,0.324,0.203,0.454,0.765
0.134,0.062,0.224,0.039,0.765
0.839,0.721,0.384,0.828,-0.646
0.292,0.351,0.288,0.877,0.749
0.706,0.381,0.98,0.624,0.634
0.166,0.682,0.887,0.245,0.765
0.847,0.884,0.212,0.186,-0.335
0.887,0.443,0.766,0.141,-0.765
0.957,0.935,0.335,0.166,-0.538
0.514,0.842,0.001,0.844,-0.297
0.452,0.937,0.454,0.998,-0.762
0.57,0.551,0.812,0.292,0.259
0.716,0.296,0.324,0.335,0.754
0.163,0.34,0.736,0.965,0.762
0.289,0.251,0.971,0.838,0.762
0.845,0.821,0.025,0.852,-0.297
0.756,0.833,0.426,0.804,-0.764
0.265,0.629,0.067,0.552,0.765
0.458,0.778,0.625,0.678,0.666
0.272,0.198,0.647,0.61,0.761
0.969,0.668,0.583,0.845,-0.761
0.924,0.314,0.528,0.96,-0.762
0.898,0.576,0.129,0.941,-0.297
0.654,0.709,0.542,0.594,0.211
0.95,0.332,0.966,0.504,-0.765
0.342,0.653,0.596,0.088,0.765
0.686,0.635,0.541,0.921,0.761
0.143,0.341,0.601,0.211,0.765
0.715,0.33,0.972,0.824,0.756
0.877,0.914,0.816,0.944,-0.762
0.679,0.615,0.219,0.389,0.762
0.233,0.155,0.89,0.066,0.765
0.747,0.636,0.371,0.517,0.032
0.299,0.204,0.868,0.316,0.765
0.627,0.536,0.239,0.228,0.755
0.189,0.619,0.711,0.82,0.762
0.545,0.424,0.595,0.347,0.765
0.262,0.092,0.736,0.428,0.765
0.302,0.558,0.255,0.665,0.762
0.651,0.581,0.78,0.616,0.335
0.453,0.685,0.64,0.816,0.741
0.238,0.787,0.697,0.07,-0.182
0.964,0.595,0.077,0.622,-0.297
0.131,0.462,0.082,0.604,0.765
0.042,0.366,0.085,0.983,0.765
0.39,0.073,0.002,0.241,0.765
0.978,0.228,0.598,0.485,-0.765
0.978,0.629,0.556,0.379,-0.765
0.993,0.749,0.693,0.085,-0.765
0.107,0.167,0.897,0.896,0.762
0.236,0.852,0.339,0.186,-0.545
0.897,0.885,0.085,0.915,-0.297
0.37,0.885,0.347,0.356,-0.557
0.243,0.469,0.119,0.424,0.765
0.603,0.259,0.348,0.999,0.757
0.811,0.613,0.328,0.447,-0.511
0.49,0.466,0.201,0.446,0.75
0.406,0.281,0.785,0.171,0.765
0.988,0.15,0.906,0.923,-0.762
0.13,0.438,0.217,0.99,0.765
0.033,0.98,0.738,0.559,-0.765
0.499,0.462,0.1,0.765,0.752
0.717,0.787,0.348,0.553,-0.328
0.3,0.12,0.286,0.347,0.749
0.303,0.477,0.135,0.503,0.765
0.695,0.788,0.132,0.693,-0.162
0.122,0.982,0.165,0.44,-0.297
0.406,0.865,0.566,0.44,-0.765
0.821,0.439,0.576,0.138,-0.765
0.511,0.893,0.2,0.699,-0.297
0.112,0.303,0.476,0.645,0.743
0.688,0.675,0.059,0.504,0.76
0.403,0.646,0.918,0.797,0.761
0.32,0.267,0.911,0.01,0.765
0.441,0.171,0.756,0.01,0.765
0.299,0.066,0.061,0.133,0.765
0.979,0.622,0.393,0.961,-0.674
0.737,0.625,0.205,0.786,0.209
0.313,0.466,0.242,0.454,0.765
0.397,0.031,0.78,0.446,0.765
0.386,0.867,0.68,0.282,-0.765
0.754,0.757,0.818,0.778,-0.028
0.282,0.514,0.542,0.987,0.762
0.589,0.754,0.296,0.878,-0.061
0.913,0.107,0.748,0.304,-0.765
0.291,0.557,0.841,0.383,0.765
0.509,0.317,0.622,0.018,0.765
0.714,0.742,0.378,0.06,0.251
0.943,0.222,0.666,0.43,-0.765
0.798,0.156,0.777,0.882,-0.762
0.081,0.967,0.696,0.714,-0.761
0.941,0.394,0.756,0.566,-0.765
0.293,0.461,0.173,0.318,0.765
0.628,1.0,0.796,0.178,-0.765
0.504,0.531,0.441,0.108,0.741
0.454,0.81,0.956,0.032,-0.765
0.444,0.083,0.192,0.321,0.765
0.908,0.366,0.255,0.11,-0.416
0.865,0.404,0.383,0.334,-0.642
0.806,0.704,0.078,0.242,-0.297
0.982,0.402,0.58,0.544,-0.765
0.432,0.494,0.914,0.644,0.695
0.809,0.593,0.442,0.226,-0.762
0.569,0.499,0.202,1.0,0.739
0.062,0.207,0.566,0.253,0.765
0.495,0.302,0.672,0.56,0.765
0.988,0.235,0.309,0.872,-0.496
0.41,0.652,0.461,0.166,0.734
0.667,0.008,0.265,0.88,0.757
0.083,0.307,0.404,0.897,0.763
0.136,0.756,0.69,0.196,0.312
0.289,0.225,0.362,0.328,0.758
0.58,0.964,0.089,0.219,-0.297
0.548,0.143,0.941,0.131,0.765
0.587,0.617,0.112,0.462,0.758
0.244,0.231,0.823,0.399,0.765
